time,voltage(V),dust(ug/m3),light(lx),temp(C)
2024-01-01 00:00:00,16.91939565565373,18.083963598816517,1.0,34.54216455459594
2024-01-01 01:00:00,13.443408470019586,297.7850435485948,1.0,28.194900064705305
2024-01-01 02:00:00,15.345599448737662,52.11584231662221,1.0,33.06435101492492
2024-01-01 03:00:00,17.26094818187243,72.13750757341387,1.0,40.03597139824597
2024-01-01 04:00:00,15.610074544773108,63.12504125565104,1.0,57.34177438675814
2024-01-01 05:00:00,13.361415312843976,271.2881522628038,1.0,26.29715388998697
2024-01-01 06:00:00,14.96202710687625,70.89047054309881,118.17275466394364,54.89574308573492
2024-01-01 07:00:00,14.28152550571225,191.69570661147955,957.3437884327506,51.70171285409946
2024-01-01 08:00:00,15.299124683013192,71.3600908033062,993.8284593701484,52.571458911138855
2024-01-01 09:00:00,14.068470755913363,80.89721788936549,193.9407491347297,58.94819631336654
2024-01-01 10:00:00,15.264321449497483,10.313231299824787,66.99138443518802,30.246952847702
2024-01-01 11:00:00,13.437902141182947,310.8931866316672,70.85476398025278,30.3338538613742
2024-01-01 12:00:00,17.2424475863144,76.26296795325395,670.2978247463343,43.99440219612184
2024-01-01 13:00:00,14.80566149491175,274.8847269325448,598.0626365061491,33.84029353562743
2024-01-01 14:00:00,15.992718307633414,12.317847216286168,104.41502097180796,38.53219102786885
2024-01-01 15:00:00,13.429367049962382,273.43998398508995,165.96610278935538,26.351148816586797
2024-01-01 16:00:00,14.700894642385876,202.945034759514,772.5389220504438,35.20232147694999
2024-01-01 17:00:00,14.075804637691038,207.0666383736273,698.0590272883162,34.564675780381485
2024-01-01 18:00:00,15.105832514133272,60.23648914131854,159.5431961136989,42.23940837251434
2024-01-01 19:00:00,14.214195422884057,230.72227898756933,1.0,36.61704427985613
2024-01-01 20:00:00,13.550779805349247,97.552852748192,1.0,52.61863723891327
2024-01-01 21:00:00,14.571838745193054,13.357349138504627,1.0,59.28171708925263
2024-01-01 22:00:00,14.261125041013138,246.4463629144302,1.0,34.495271804926816
2024-01-01 23:00:00,16.847396505145614,48.06269159004044,1.0,34.539651858383806
2024-01-02 00:00:00,13.305729683653174,297.9634640659949,1.0,57.40194965075876
2024-01-02 01:00:00,14.440890013296736,177.26612253263386,1.0,38.79586799696989
2024-01-02 02:00:00,16.877316559688424,31.83102996012916,1.0,35.90258651113922
2024-01-02 03:00:00,15.551129489975931,77.33365565958512,1.0,30.73425799629582
2024-01-02 04:00:00,16.54320273618352,34.16398357865376,1.0,31.88000740022817
2024-01-02 05:00:00,14.518239751612905,240.32311786335765,1.0,35.45253363759522
2024-01-02 06:00:00,13.593169454641473,179.7874107555608,539.7610445071309,57.24318129434682
2024-01-02 07:00:00,15.089176755200704,70.38405642885155,189.74500781925877,42.565464303003154
2024-01-02 08:00:00,14.183343956630877,51.49124125147267,71.75704671184428,59.236061711473255
2024-01-02 09:00:00,12.814872495068796,340.7781510975728,145.6396835612399,25.75765063148914
2024-01-02 10:00:00,15.812841171002624,78.1779780020789,182.01086649561657,42.56223690925808
2024-01-02 11:00:00,13.885434495375463,185.04930938632685,768.9212211953102,52.61991004933112
2024-01-02 12:00:00,15.28496249095372,252.1248997109328,660.3466329297343,30.635412739994063
2024-01-02 13:00:00,14.543516715958692,20.41674939575388,91.71830168402995,55.030420658657874
2024-01-02 14:00:00,14.762216474446914,79.361064025823,161.48855283994413,51.44882048677765
2024-01-02 15:00:00,15.846168303210431,15.037410820233715,634.4378803538491,57.09692419608727
2024-01-02 16:00:00,15.264737071431906,50.91815896215481,81.78427817213817,42.837700710345615
2024-01-02 17:00:00,17.01979698587538,59.62105277315775,1045.9481329336722,43.03546322283975
2024-01-02 18:00:00,13.415235861057528,248.3870240968504,946.2299548401325,59.358732757682496
2024-01-02 19:00:00,13.345804133085249,185.07933220268265,1.0,52.6331942262444
2024-01-02 20:00:00,13.237255133670171,299.570313397758,1.0,59.44034029339738
2024-01-02 21:00:00,14.233550451027568,56.25464579274318,1.0,54.58459847293724
2024-01-02 22:00:00,17.200778602890253,29.146944163071502,1.0,42.89864345838984
2024-01-02 23:00:00,14.80809340355488,175.50518866336074,1.0,35.73377492763143
2024-01-03 00:00:00,13.615577987137977,265.8736265228696,1.0,36.26438717650581
2024-01-03 01:00:00,15.38044483687435,284.2222826027209,1.0,35.14917618283878
2024-01-03 02:00:00,14.010413244831376,24.79656831354665,1.0,58.37390476464306
2024-01-03 03:00:00,13.570442265027063,79.13527779911848,1.0,56.1200649239396
2024-01-03 04:00:00,14.360822377057517,192.2496731017946,1.0,32.421693589068525
2024-01-03 05:00:00,13.078677639037656,217.1266625698809,1.0,55.758215823197936
2024-01-03 06:00:00,15.67771799504621,34.496264810223565,138.66960684534502,33.731001421235405
2024-01-03 07:00:00,15.245503989886716,247.57453839876973,600.042002542934,35.699923671383495
2024-01-03 08:00:00,14.698509189341356,62.477951306104025,809.8922864395283,59.04571663405713
2024-01-03 09:00:00,13.194564446979577,225.89453367650395,84.44088442031895,38.3330282592064
2024-01-03 10:00:00,14.699158642375732,15.983609710798536,699.5146400531347,57.79279629570999
2024-01-03 11:00:00,13.620965381677951,184.2459853767332,936.8906936914032,55.90602389612704
2024-01-03 12:00:00,13.244028566058049,232.09957039785604,123.73570512048522,25.077391963093547
2024-01-03 13:00:00,13.673082523054497,95.54326802025268,167.6893260062194,59.170145680794725
2024-01-03 14:00:00,15.83085656892368,78.757132777847,865.1105550407068,59.2345959660704
2024-01-03 15:00:00,15.058512491882077,35.43739843047512,63.18280503993567,32.24312012052931
2024-01-03 16:00:00,13.531837985125572,280.3169017879707,762.6309217333377,55.42851132837216
2024-01-03 17:00:00,13.62947894045667,272.822956683329,923.0976043636084,55.88101961960528
2024-01-03 18:00:00,16.830148079169433,30.88688896536352,999.9299113049336,35.68139265473114
2024-01-03 19:00:00,14.993529074361122,33.268377832750524,1.0,59.1567280971223
2024-01-03 20:00:00,14.195964727624762,182.72061066678052,1.0,53.06643767484255
2024-01-03 21:00:00,14.774022227592448,259.444877902048,1.0,37.681662659729525
2024-01-03 22:00:00,15.37325450614799,275.9397783134358,1.0,37.590606058395
2024-01-03 23:00:00,14.503973026826175,287.93038347049776,1.0,36.54749430599199
2024-01-04 00:00:00,12.249757453615842,316.67054433080136,1.0,33.41126379381865
2024-01-04 01:00:00,14.18593688004488,69.21752383167791,1.0,54.63217676657689
2024-01-04 02:00:00,16.59109310508025,61.22779606303419,1.0,33.08347082937989
2024-01-04 03:00:00,17.159273218355445,60.9774021554853,1.0,35.22959799654566
2024-01-04 04:00:00,15.460550321073269,187.02484931441336,1.0,37.88981997697186
2024-01-04 05:00:00,15.537567792782715,70.35861480991414,1.0,59.672676514329964
2024-01-04 06:00:00,17.180949524830588,35.63844574379493,711.3254956092931,40.92278289885429
2024-01-04 07:00:00,15.296384068120094,48.96206121698346,859.8087623495398,55.67338282787949
2024-01-04 08:00:00,14.666313539543184,51.76607852338664,156.7681096610171,57.5374729229154
2024-01-04 09:00:00,13.92468960329976,227.49718641365376,624.6540202341372,57.04676704876189
2024-01-04 10:00:00,14.926568847312485,177.50010877521055,709.2984630079094,37.89526699084905
2024-01-04 11:00:00,16.945387465424467,25.09663064140426,574.4787941671951,40.61023540305936
2024-01-04 12:00:00,13.205548632317155,252.71828500895307,106.67338258026832,34.69658441770749
2024-01-04 13:00:00,14.263855222588935,221.25069511911283,960.0315928672952,30.38208107217395
2024-01-04 14:00:00,15.051902364538217,163.991022949561,745.3457360531061,39.01298649023094
2024-01-04 15:00:00,16.621633436273758,43.33672667529856,1486.4792149699458,44.40199144023974
2024-01-04 16:00:00,14.431751175973748,248.35894974427936,526.2386962884939,39.07359340811221
2024-01-04 17:00:00,14.670751703801685,33.942555399183604,90.4029013408404,51.599257246028834
2024-01-04 18:00:00,15.850631638203597,20.40375890863189,78.49651072211013,42.59647708459837
2024-01-04 19:00:00,15.087858971217385,10.818862746353478,1.0,42.31219622425191
2024-01-04 20:00:00,13.246827878532343,210.8674337895676,1.0,59.99857124304655
2024-01-04 21:00:00,15.988590300740675,56.96826723946204,1.0,39.56164832873294
2024-01-04 22:00:00,14.540009487972416,243.0127330072658,1.0,38.41726871683008
2024-01-04 23:00:00,14.477879457340096,86.81719350090978,1.0,58.141490336432
2024-01-05 00:00:00,12.721510786516314,206.7940413475837,1.0,28.003595060626267
2024-01-05 01:00:00,14.209934944935217,71.45717338874522,1.0,58.43285435796543
2024-01-05 02:00:00,15.32439247596878,93.34548567993522,1.0,55.442281203826695
2024-01-05 03:00:00,12.409413730080349,221.47407660047492,1.0,28.274313777841357
2024-01-05 04:00:00,15.766661739797373,21.12298628791605,1.0,55.44649981698036
2024-01-05 05:00:00,13.37734187227502,247.1640092292338,1.0,59.03984879464514
2024-01-05 06:00:00,15.11563771753599,40.55162052029517,144.2024584617002,42.16617026989107
2024-01-05 07:00:00,13.372738552730617,336.05347141867526,88.60753689496563,32.35025472509809
2024-01-05 08:00:00,13.424474386508043,189.2599117188768,122.96279180481496,36.93864147033351
2024-01-05 09:00:00,13.396195017977174,161.24229103494622,61.78894184695688,26.246232480392276
2024-01-05 10:00:00,12.965709349330892,300.6811376526842,123.48724760806915,31.595228893781936
2024-01-05 11:00:00,16.74744334004685,43.006832398017664,661.1509468342268,31.362581327082665
2024-01-05 12:00:00,14.42274493599221,203.00516075181463,625.5199633417006,30.975082944670323
2024-01-05 13:00:00,16.850656391283135,63.1898235669096,1073.3765115008482,37.03833537549504
2024-01-05 14:00:00,13.77509934659834,174.90428352654206,919.636147380251,56.055867582174585
2024-01-05 15:00:00,15.876967664798665,24.409087185278672,137.87704383664288,31.589704199137
2024-01-05 16:00:00,14.150407098306133,277.5731546361758,945.6432018106314,52.25850902394599
2024-01-05 17:00:00,13.76027830145251,66.92513436110426,94.16429397719904,54.12817487244485
2024-01-05 18:00:00,13.483529613277422,341.4622331299406,108.82394514735856,32.580910938494554
2024-01-05 19:00:00,14.56338895047228,231.15991721389696,1.0,31.40239976499772
2024-01-05 20:00:00,17.4889169741962,42.847271545491466,1.0,33.46989316642625
